function_call,dictionary
calculate_interest,"{'name': 'calculate_interest', 'description': 'Calculate the interest amount based on principal amount, interest rate, and time period', 'parameters': {'type': 'object', 'properties': {'principal_amount': {'type': 'number', 'description': 'The principal amount'}, 'interest_rate': {'type': 'number', 'description': 'The interest rate in percentage'}, 'time_period': {'type': 'integer', 'description': 'The time period in years'}}, 'required': ['principal_amount', 'interest_rate', 'time_period']}}"
find_movie_recommendations,"{'name': 'find_movie_recommendations', 'description': 'Find movie recommendations based on user preferences', 'parameters': {'type': 'object', 'properties': {'genre': {'type': 'string', 'description': 'The preferred movie genre'}, 'year': {'type': 'integer', 'description': 'The preferred movie release year'}, 'rating': {'type': 'number', 'description': 'The minimum movie rating'}}, 'required': ['genre', 'year', 'rating']}}"
calculate_grade,"{'name': 'calculate_grade', 'description': 'Calculate the grade based on the percentage score', 'parameters': {'type': 'object', 'properties': {'score': {'type': 'number', 'description': 'The percentage score'}}, 'required': ['score']}}"
find_movie_showtimes,"{'name': 'find_movie_showtimes', 'description': 'Find movie showtimes at a given location', 'parameters': {'type': 'object', 'properties': {'location': {'type': 'string', 'description': 'The location to search for showtimes'}, 'date': {'type': 'string', 'description': 'The date to search for showtimes'}, 'movie': {'type': 'string', 'description': 'The movie to search for showtimes'}}, 'required': ['location', 'date', 'movie']}}"
execute_program,"{'name': 'execute_program', 'description': 'Execute a program', 'parameters': {'type': 'object', 'properties': {'program_path': {'type': 'string', 'description': 'The path to the program file'}, 'arguments': {'type': 'array', 'items': {'type': 'string'}, 'description': 'The arguments to be passed to the program'}}, 'required': ['program_path']}}"
check_availability,"{'name': 'check_availability', 'description': 'Check the availability of a product or service', 'parameters': {'type': 'object', 'properties': {'product': {'type': 'string', 'description': 'The name or ID of the product'}, 'location': {'type': 'string', 'description': 'The location to check availability'}}, 'required': ['product', 'location']}}"
get_quote_of_the_day,"{'name': 'get_quote_of_the_day', 'description': 'Get the quote of the day', 'parameters': {}}"
calculate_square,"{'name': 'calculate_square', 'description': 'Calculate the square of a number', 'parameters': {'type': 'object', 'properties': {'number': {'type': 'number', 'description': 'The number to calculate the square of'}}, 'required': ['number']}}"
calculate_fibonacci_sequence,"{'name': 'calculate_fibonacci_sequence', 'description': 'Calculate the Fibonacci sequence up to a given number', 'parameters': {'type': 'object', 'properties': {'number': {'type': 'integer', 'description': 'The number up to which the Fibonacci sequence should be calculated'}}, 'required': ['number']}}"
create_image_thumbnail,"{'name': 'create_image_thumbnail', 'description': 'Create a thumbnail image from the given image', 'parameters': {'type': 'object', 'properties': {'image_url': {'type': 'string', 'description': 'The URL of the image'}, 'thumbnail_size': {'type': 'string', 'description': 'The size of the thumbnail image'}}, 'required': ['image_url', 'thumbnail_size']}}"
analyze_twitter_sentiment,"{'name': 'analyze_twitter_sentiment', 'description': 'Analyze the sentiment of tweets related to a specific topic', 'parameters': {'type': 'object', 'properties': {'topic': {'type': 'string', 'description': 'The topic to analyze tweets about'}, 'num_tweets': {'type': 'integer', 'description': 'The number of tweets to analyze'}}, 'required': ['topic', 'num_tweets']}}"
get_random_trivia,"{'name': 'get_random_trivia', 'description': 'Get a random trivia', 'parameters': {'type': 'object', 'properties': {}, 'required': []}}"
get_translation,"{'name': 'get_translation', 'description': 'Get the translation of a specific word or phrase', 'parameters': {'type': 'object', 'properties': {'text': {'type': 'string', 'description': 'The text to be translated'}, 'source_language': {'type': 'string', 'description': 'The source language of the text'}, 'target_language': {'type': 'string', 'description': 'The target language for the translation'}}, 'required': ['text', 'target_language']}}"
create_user_profile,"{'name': 'create_user_profile', 'description': 'Create a user profile', 'parameters': {'type': 'object', 'properties': {'username': {'type': 'string', 'description': 'The username of the user'}, 'email': {'type': 'string', 'description': 'The email address of the user'}, 'password': {'type': 'string', 'description': 'The password of the user'}}, 'required': ['username', 'email', 'password']}}"
calculate_loan_repayment,"{'name': 'calculate_loan_repayment', 'description': 'Calculate the monthly loan repayment amount', 'parameters': {'type': 'object', 'properties': {'loan_amount': {'type': 'number', 'description': 'The amount of the loan'}, 'interest_rate': {'type': 'number', 'description': 'The annual interest rate'}, 'loan_term': {'type': 'integer', 'description': 'The loan term in years'}}, 'required': ['loan_amount', 'interest_rate', 'loan_term']}}"
check_palindrome,"{'name': 'check_palindrome', 'description': 'Check if a given string is a palindrome', 'parameters': {'type': 'object', 'properties': {'input': {'type': 'string', 'description': 'The input string to check'}}, 'required': ['input']}}"
calculate_pizza_cost,"{'name': 'calculate_pizza_cost', 'description': 'Calculate the cost of a pizza based on size and toppings', 'parameters': {'type': 'object', 'properties': {'size': {'type': 'string', 'enum': ['small', 'medium', 'large'], 'description': 'The size of the pizza'}, 'toppings': {'type': 'array', 'items': {'type': 'string'}, 'description': 'The toppings on the pizza'}}, 'required': ['size']}}"
get_daily_quote,"{'name': 'get_daily_quote', 'description': 'Get a daily inspirational quote', 'parameters': {}}"
analyze_tweet,"{'name': 'analyze_tweet', 'description': 'Analyze the content of a tweet', 'parameters': {'type': 'object', 'properties': {'tweet_id': {'type': 'string', 'description': 'The ID of the tweet'}}, 'required': ['tweet_id']}}"
search_nearby_hotels,"{'name': 'search_nearby_hotels', 'description': ""Search for nearby hotels based on user's location"", 'parameters': {'type': 'object', 'properties': {'latitude': {'type': 'number', 'description': ""The latitude of the user's location""}, 'longitude': {'type': 'number', 'description': ""The longitude of the user's location""}, 'radius': {'type': 'integer', 'description': 'The search radius in meters'}, 'minimum_rating': {'type': 'number', 'description': 'The minimum rating for the hotels'}}, 'required': ['latitude', 'longitude', 'radius']}}"
analyze_image,"{'name': 'analyze_image', 'description': 'Analyze the content of an image', 'parameters': {'type': 'object', 'properties': {'image_url': {'type': 'string', 'description': 'The URL of the image'}}, 'required': ['image_url']}}"
search_product,"{'name': 'search_product', 'description': 'Search for a product in the inventory', 'parameters': {'type': 'object', 'properties': {'keyword': {'type': 'string', 'description': 'The keyword to search for'}, 'category': {'type': 'string', 'description': 'The category of the product'}, 'price_range': {'type': 'object', 'properties': {'min': {'type': 'number', 'description': 'The minimum price'}, 'max': {'type': 'number', 'description': 'The maximum price'}}}}}}"
create_invoice,"{'name': 'create_invoice', 'description': 'Create an invoice', 'parameters': {'type': 'object', 'properties': {'customer_name': {'type': 'string', 'description': 'The name of the customer'}, 'amount': {'type': 'number', 'description': 'The total amount of the invoice'}, 'due_date': {'type': 'string', 'format': 'date', 'description': 'The due date of the invoice'}}, 'required': ['customer_name', 'amount', 'due_date']}}"
get_random_fact,"{'name': 'get_random_fact', 'description': 'Get a random fact', 'parameters': {}}"
calculate_fahrenheit_to_celsius,"{'name': 'calculate_fahrenheit_to_celsius', 'description': 'Convert temperature from Fahrenheit to Celsius', 'parameters': {'type': 'object', 'properties': {'temperature': {'type': 'number', 'description': 'The temperature value in Fahrenheit'}}, 'required': ['temperature']}}"
count_words,"{'name': 'count_words', 'description': 'Count the number of words in a text', 'parameters': {'type': 'object', 'properties': {'text': {'type': 'string', 'description': 'The text to count words in'}}, 'required': ['text']}}"
book_flight,"{'name': 'book_flight', 'description': 'Book a flight for a specific destination', 'parameters': {'type': 'object', 'properties': {'destination': {'type': 'string', 'description': 'The desired destination'}, 'departure_date': {'type': 'string', 'description': 'The date of departure'}, 'return_date': {'type': 'string', 'description': 'The date of return'}, 'passenger_count': {'type': 'integer', 'description': 'The number of passengers flying'}}, 'required': ['destination', 'departure_date', 'return_date', 'passenger_count']}}"
search_movie_theater,"{'name': 'search_movie_theater', 'description': 'Search for movie theaters in a specific location', 'parameters': {'type': 'object', 'properties': {'location': {'type': 'string', 'description': 'The location to search for movie theaters'}, 'movie_genre': {'type': 'string', 'description': 'The desired movie genre'}, 'date': {'type': 'string', 'format': 'date', 'description': 'The desired date for movie showtimes'}}, 'required': ['location']}}"
